Query #,Binary euclidean - precision,Binary cosine - precision,Binary euclidean - recall,Binary cosine - recall,Binary euclidean - F-measure,Binary cosine - F-measure,TF euclidean - precision,TF cosine - precision,TF euclidean - recall,TF cosine - recall,TF euclidean - F-measure,TF cosine - F-measure,TF-IDF euclidean - precision,TF-IDF cosine - precision,TF-IDF euclidean - recall,TF-IDF cosine - recall,TF-IDF euclidean - F-measure,TF-IDF cosine - F-measure
117,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
118,0.0,0.06666666666666667,0.0,0.25,0,0.10526315789473685,0.06666666666666667,0.06666666666666667,0.25,0.25,0.10526315789473685,0.10526315789473685,0.06666666666666667,0.06666666666666667,0.25,0.25,0.10526315789473685,0.10526315789473685
119,0.0,0.13333333333333333,0.0,1.0,0,0.23529411764705882,0.06666666666666667,0.06666666666666667,0.5,0.5,0.11764705882352941,0.11764705882352941,0.06666666666666667,0.06666666666666667,0.5,0.5,0.11764705882352941,0.11764705882352941
120,0.06666666666666667,0.4666666666666667,0.1,0.7,0.08,0.56,0.13333333333333333,0.2,0.2,0.3,0.16,0.24,0.4666666666666667,0.4666666666666667,0.7,0.7,0.56,0.56
121,0.06666666666666667,0.3333333333333333,0.125,0.625,0.08695652173913045,0.43478260869565216,0.06666666666666667,0.3333333333333333,0.125,0.625,0.08695652173913045,0.43478260869565216,0.3333333333333333,0.4,0.625,0.75,0.43478260869565216,0.5217391304347827
122,0.06666666666666667,0.06666666666666667,0.1,0.1,0.08,0.08,0.0,0.06666666666666667,0.0,0.1,0,0.08,0.13333333333333333,0.13333333333333333,0.2,0.2,0.16,0.16
123,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
124,0.0,0.06666666666666667,0.0,0.2,0,0.1,0.0,0.0,0.0,0.0,0,0,0.06666666666666667,0.06666666666666667,0.2,0.2,0.1,0.1
125,0.06666666666666667,0.13333333333333333,0.05555555555555555,0.1111111111111111,0.0606060606060606,0.1212121212121212,0.2,0.13333333333333333,0.16666666666666666,0.1111111111111111,0.1818181818181818,0.1212121212121212,0.26666666666666666,0.2,0.2222222222222222,0.16666666666666666,0.2424242424242424,0.1818181818181818
126,0.0,0.13333333333333333,0.0,0.2222222222222222,0,0.16666666666666669,0.06666666666666667,0.13333333333333333,0.1111111111111111,0.2222222222222222,0.08333333333333334,0.16666666666666669,0.13333333333333333,0.13333333333333333,0.2222222222222222,0.2222222222222222,0.16666666666666669,0.16666666666666669
127,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.13333333333333333,0.13333333333333333,0.3333333333333333,0.3333333333333333,0.19047619047619044,0.19047619047619044
128,0.0,0.06666666666666667,0.0,0.3333333333333333,0,0.1111111111111111,0.06666666666666667,0.13333333333333333,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111
129,0.0,0.13333333333333333,0.0,0.25,0,0.1739130434782609,0.13333333333333333,0.13333333333333333,0.25,0.25,0.1739130434782609,0.1739130434782609,0.3333333333333333,0.3333333333333333,0.625,0.625,0.43478260869565216,0.43478260869565216
130,0.0,0.13333333333333333,0.0,0.3333333333333333,0,0.19047619047619044,0.06666666666666667,0.0,0.16666666666666666,0.0,0.09523809523809522,0,0.26666666666666666,0.26666666666666666,0.6666666666666666,0.6666666666666666,0.3809523809523809,0.3809523809523809
131,0.0,0.13333333333333333,0.0,0.2222222222222222,0,0.16666666666666669,0.0,0.13333333333333333,0.0,0.2222222222222222,0,0.16666666666666669,0.26666666666666666,0.26666666666666666,0.4444444444444444,0.4444444444444444,0.33333333333333337,0.33333333333333337
132,0.0,0.3333333333333333,0.0,0.3125,0,0.3225806451612903,0.6,0.6,0.5625,0.5625,0.5806451612903225,0.5806451612903225,0.5333333333333333,0.6,0.5,0.5625,0.5161290322580646,0.5806451612903225
133,0.0,0.13333333333333333,0.0,0.25,0,0.1739130434782609,0.13333333333333333,0.13333333333333333,0.25,0.25,0.1739130434782609,0.1739130434782609,0.06666666666666667,0.2,0.125,0.375,0.08695652173913045,0.26086956521739135
134,0.0,0.06666666666666667,0.0,0.3333333333333333,0,0.1111111111111111,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.13333333333333333,0.13333333333333333,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.2222222222222222
135,0.0,0.3333333333333333,0.0,0.5555555555555556,0,0.4166666666666667,0.13333333333333333,0.13333333333333333,0.2222222222222222,0.2222222222222222,0.16666666666666669,0.16666666666666669,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4166666666666667,0.4166666666666667
136,0.0,0.13333333333333333,0.0,0.5,0,0.2105263157894737,0.0,0.0,0.0,0.0,0,0,0.13333333333333333,0.13333333333333333,0.5,0.5,0.2105263157894737,0.2105263157894737
137,0.0,0.13333333333333333,0.0,0.4,0,0.2,0.0,0.2,0.0,0.6,0,0.3,0.26666666666666666,0.26666666666666666,0.8,0.8,0.4,0.4
138,0.0,0.06666666666666667,0.0,0.3333333333333333,0,0.1111111111111111,0.0,0.0,0.0,0.0,0,0,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111
139,0.0,0.06666666666666667,0.0,0.2,0,0.1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
140,0.0,0.13333333333333333,0.0,0.2857142857142857,0,0.18181818181818182,0.06666666666666667,0.06666666666666667,0.14285714285714285,0.14285714285714285,0.09090909090909091,0.09090909090909091,0.13333333333333333,0.13333333333333333,0.2857142857142857,0.2857142857142857,0.18181818181818182,0.18181818181818182
141,0.0,0.0,0.0,0.0,0,0,0.06666666666666667,0.06666666666666667,0.14285714285714285,0.14285714285714285,0.09090909090909091,0.09090909090909091,0.06666666666666667,0.06666666666666667,0.14285714285714285,0.14285714285714285,0.09090909090909091,0.09090909090909091
142,0.0,0.06666666666666667,0.0,0.5,0,0.11764705882352941,0.0,0.06666666666666667,0.0,0.5,0,0.11764705882352941,0.06666666666666667,0.06666666666666667,0.5,0.5,0.11764705882352941,0.11764705882352941
143,0.0,0.06666666666666667,0.0,0.3333333333333333,0,0.1111111111111111,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.13333333333333333,0.13333333333333333,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.2222222222222222
144,0.06666666666666667,0.26666666666666666,0.14285714285714285,0.5714285714285714,0.09090909090909091,0.36363636363636365,0.06666666666666667,0.26666666666666666,0.14285714285714285,0.5714285714285714,0.09090909090909091,0.36363636363636365,0.4,0.4,0.8571428571428571,0.8571428571428571,0.5454545454545455,0.5454545454545455
145,0.06666666666666667,0.2,0.125,0.375,0.08695652173913045,0.26086956521739135,0.06666666666666667,0.13333333333333333,0.125,0.25,0.08695652173913045,0.1739130434782609,0.26666666666666666,0.26666666666666666,0.5,0.5,0.3478260869565218,0.3478260869565218
146,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.13333333333333333,0.0,0.6666666666666666,0,0.2222222222222222,0.2,0.2,1.0,1.0,0.33333333333333337,0.33333333333333337
147,0.0,0.13333333333333333,0.0,0.18181818181818182,0,0.15384615384615383,0.06666666666666667,0.06666666666666667,0.09090909090909091,0.09090909090909091,0.07692307692307691,0.07692307692307691,0.26666666666666666,0.3333333333333333,0.36363636363636365,0.45454545454545453,0.30769230769230765,0.3846153846153846
148,0.06666666666666667,0.2,0.14285714285714285,0.42857142857142855,0.09090909090909091,0.27272727272727276,0.13333333333333333,0.13333333333333333,0.2857142857142857,0.2857142857142857,0.18181818181818182,0.18181818181818182,0.26666666666666666,0.26666666666666666,0.5714285714285714,0.5714285714285714,0.36363636363636365,0.36363636363636365
149,0.0,0.0,0.0,0.0,0,0,0.06666666666666667,0.13333333333333333,0.08333333333333333,0.16666666666666666,0.07407407407407407,0.14814814814814814,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.3703703703703704,0.3703703703703704
150,0.0,0.2,0.0,1.0,0,0.33333333333333337,0.2,0.2,1.0,1.0,0.33333333333333337,0.33333333333333337,0.2,0.2,1.0,1.0,0.33333333333333337,0.33333333333333337
151,0.0,0.06666666666666667,0.0,0.16666666666666666,0,0.09523809523809522,0.0,0.0,0.0,0.0,0,0,0.0,0.06666666666666667,0.0,0.16666666666666666,0,0.09523809523809522
152,0.0,0.13333333333333333,0.0,0.2857142857142857,0,0.18181818181818182,0.0,0.0,0.0,0.0,0,0,0.06666666666666667,0.06666666666666667,0.14285714285714285,0.14285714285714285,0.09090909090909091,0.09090909090909091
153,0.0,0.26666666666666666,0.0,0.5,0,0.3478260869565218,0.06666666666666667,0.13333333333333333,0.125,0.25,0.08695652173913045,0.1739130434782609,0.26666666666666666,0.26666666666666666,0.5,0.5,0.3478260869565218,0.3478260869565218
154,0.0,0.06666666666666667,0.0,0.3333333333333333,0,0.1111111111111111,0.06666666666666667,0.0,0.3333333333333333,0.0,0.1111111111111111,0,0.13333333333333333,0.13333333333333333,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.2222222222222222
155,0.0,0.13333333333333333,0.0,0.2857142857142857,0,0.18181818181818182,0.06666666666666667,0.13333333333333333,0.14285714285714285,0.2857142857142857,0.09090909090909091,0.18181818181818182,0.2,0.2,0.42857142857142855,0.42857142857142855,0.27272727272727276,0.27272727272727276
156,0.0,0.0,0.0,0.0,0,0,0.0,0.06666666666666667,0.0,0.06666666666666667,0,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
157,0.0,0.4,0.0,0.15,0,0.21818181818181814,0.13333333333333333,0.06666666666666667,0.05,0.025,0.07272727272727272,0.03636363636363636,0.4666666666666667,0.4666666666666667,0.175,0.175,0.2545454545454546,0.2545454545454546
158,0.0,0.13333333333333333,0.0,0.2222222222222222,0,0.16666666666666669,0.13333333333333333,0.13333333333333333,0.2222222222222222,0.2222222222222222,0.16666666666666669,0.16666666666666669,0.2,0.2,0.3333333333333333,0.3333333333333333,0.25,0.25
159,0.0,0.06666666666666667,0.0,0.1111111111111111,0,0.08333333333333334,0.0,0.0,0.0,0.0,0,0,0.13333333333333333,0.13333333333333333,0.2222222222222222,0.2222222222222222,0.16666666666666669,0.16666666666666669
160,0.0,0.06666666666666667,0.0,0.16666666666666666,0,0.09523809523809522,0.0,0.06666666666666667,0.0,0.16666666666666666,0,0.09523809523809522,0.06666666666666667,0.06666666666666667,0.16666666666666666,0.16666666666666666,0.09523809523809522,0.09523809523809522
161,0.0,0.13333333333333333,0.0,0.2857142857142857,0,0.18181818181818182,0.13333333333333333,0.13333333333333333,0.2857142857142857,0.2857142857142857,0.18181818181818182,0.18181818181818182,0.13333333333333333,0.13333333333333333,0.2857142857142857,0.2857142857142857,0.18181818181818182,0.18181818181818182
162,0.0,0.2,0.0,0.3333333333333333,0,0.25,0.06666666666666667,0.06666666666666667,0.1111111111111111,0.1111111111111111,0.08333333333333334,0.08333333333333334,0.06666666666666667,0.06666666666666667,0.1111111111111111,0.1111111111111111,0.08333333333333334,0.08333333333333334
163,0.06666666666666667,0.13333333333333333,0.25,0.5,0.10526315789473685,0.2105263157894737,0.06666666666666667,0.13333333333333333,0.25,0.5,0.10526315789473685,0.2105263157894737,0.13333333333333333,0.13333333333333333,0.5,0.5,0.2105263157894737,0.2105263157894737
164,0.0,0.2,0.0,0.3333333333333333,0,0.25,0.13333333333333333,0.13333333333333333,0.2222222222222222,0.2222222222222222,0.16666666666666669,0.16666666666666669,0.4666666666666667,0.5333333333333333,0.7777777777777778,0.8888888888888888,0.5833333333333334,0.6666666666666667
165,0.0,0.13333333333333333,0.0,0.6666666666666666,0,0.2222222222222222,0.0,0.0,0.0,0.0,0,0,0.2,0.2,1.0,1.0,0.33333333333333337,0.33333333333333337
166,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.06666666666666667,0.06666666666666667,0.1111111111111111,0.1111111111111111,0.08333333333333334,0.08333333333333334
167,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
168,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.13333333333333333,0.13333333333333333,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.2222222222222222
169,0.0,0.0,0.0,0.0,0,0,0.06666666666666667,0.13333333333333333,0.2,0.4,0.1,0.2,0.2,0.2,0.6,0.6,0.3,0.3
170,0.06666666666666667,0.13333333333333333,0.14285714285714285,0.2857142857142857,0.09090909090909091,0.18181818181818182,0.0,0.26666666666666666,0.0,0.5714285714285714,0,0.36363636363636365,0.4,0.4,0.8571428571428571,0.8571428571428571,0.5454545454545455,0.5454545454545455
171,0.0,0.2,0.0,0.75,0,0.31578947368421056,0.2,0.2,0.75,0.75,0.31578947368421056,0.31578947368421056,0.26666666666666666,0.26666666666666666,1.0,1.0,0.4210526315789474,0.4210526315789474
172,0.13333333333333333,0.26666666666666666,0.4,0.8,0.2,0.4,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5
173,0.06666666666666667,0.2,0.3333333333333333,1.0,0.1111111111111111,0.33333333333333337,0.0,0.13333333333333333,0.0,0.6666666666666666,0,0.2222222222222222,0.2,0.2,1.0,1.0,0.33333333333333337,0.33333333333333337
174,0.06666666666666667,0.2,0.16666666666666666,0.5,0.09523809523809522,0.28571428571428575,0.0,0.06666666666666667,0.0,0.16666666666666666,0,0.09523809523809522,0.13333333333333333,0.13333333333333333,0.3333333333333333,0.3333333333333333,0.19047619047619044,0.19047619047619044
175,0.0,0.13333333333333333,0.0,0.3333333333333333,0,0.19047619047619044,0.06666666666666667,0.06666666666666667,0.16666666666666666,0.16666666666666666,0.09523809523809522,0.09523809523809522,0.13333333333333333,0.13333333333333333,0.3333333333333333,0.3333333333333333,0.19047619047619044,0.19047619047619044
176,0.0,0.06666666666666667,0.0,0.125,0,0.08695652173913045,0.13333333333333333,0.13333333333333333,0.25,0.25,0.1739130434782609,0.1739130434782609,0.13333333333333333,0.13333333333333333,0.25,0.25,0.1739130434782609,0.1739130434782609
177,0.0,0.0,0.0,0.0,0,0,0.06666666666666667,0.0,0.16666666666666666,0.0,0.09523809523809522,0,0.2,0.2,0.5,0.5,0.28571428571428575,0.28571428571428575
178,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.06666666666666667,0.0,0.2,0,0.1
179,0.0,0.0,0.0,0.0,0,0,0.0,0.13333333333333333,0.0,0.4,0,0.2,0.2,0.2,0.6,0.6,0.3,0.3
180,0.0,0.26666666666666666,0.0,0.5,0,0.3478260869565218,0.13333333333333333,0.2,0.25,0.375,0.1739130434782609,0.26086956521739135,0.26666666666666666,0.26666666666666666,0.5,0.5,0.3478260869565218,0.3478260869565218
181,0.0,0.13333333333333333,0.0,0.3333333333333333,0,0.19047619047619044,0.13333333333333333,0.13333333333333333,0.3333333333333333,0.3333333333333333,0.19047619047619044,0.19047619047619044,0.06666666666666667,0.06666666666666667,0.16666666666666666,0.16666666666666666,0.09523809523809522,0.09523809523809522
182,0.0,0.13333333333333333,0.0,0.6666666666666666,0,0.2222222222222222,0.13333333333333333,0.13333333333333333,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.2222222222222222,0.13333333333333333,0.2,0.6666666666666666,1.0,0.2222222222222222,0.33333333333333337
183,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
184,0.0,0.13333333333333333,0.0,0.25,0,0.1739130434782609,0.0,0.0,0.0,0.0,0,0,0.06666666666666667,0.06666666666666667,0.125,0.125,0.08695652173913045,0.08695652173913045
185,0.0,0.4,0.0,0.6,0,0.48,0.5333333333333333,0.5333333333333333,0.8,0.8,0.64,0.64,0.5333333333333333,0.6,0.8,0.9,0.64,0.7200000000000001
186,0.0,0.2,0.0,0.17647058823529413,0,0.18750000000000003,0.2,0.2,0.17647058823529413,0.17647058823529413,0.18750000000000003,0.18750000000000003,0.26666666666666666,0.3333333333333333,0.23529411764705882,0.29411764705882354,0.25,0.3125
187,0.06666666666666667,0.13333333333333333,0.14285714285714285,0.2857142857142857,0.09090909090909091,0.18181818181818182,0.06666666666666667,0.06666666666666667,0.14285714285714285,0.14285714285714285,0.09090909090909091,0.09090909090909091,0.06666666666666667,0.06666666666666667,0.14285714285714285,0.14285714285714285,0.09090909090909091,0.09090909090909091
188,0.0,0.0,0.0,0.0,0,0,0.13333333333333333,0.13333333333333333,0.16666666666666666,0.16666666666666666,0.14814814814814814,0.14814814814814814,0.26666666666666666,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.2962962962962963,0.3703703703703704
189,0.0,0.13333333333333333,0.0,0.2,0,0.16,0.06666666666666667,0.0,0.1,0.0,0.08,0,0.2,0.26666666666666666,0.3,0.4,0.24,0.32
190,0.0,0.13333333333333333,0.0,0.3333333333333333,0,0.19047619047619044,0.06666666666666667,0.13333333333333333,0.16666666666666666,0.3333333333333333,0.09523809523809522,0.19047619047619044,0.2,0.2,0.5,0.5,0.28571428571428575,0.28571428571428575
191,0.0,0.13333333333333333,0.0,0.14285714285714285,0,0.1379310344827586,0.13333333333333333,0.2,0.14285714285714285,0.21428571428571427,0.1379310344827586,0.20689655172413796,0.5333333333333333,0.5333333333333333,0.5714285714285714,0.5714285714285714,0.5517241379310344,0.5517241379310344
192,0.0,0.2,0.0,0.6,0,0.3,0.06666666666666667,0.06666666666666667,0.2,0.2,0.1,0.1,0.2,0.26666666666666666,0.6,0.8,0.3,0.4
193,0.06666666666666667,0.3333333333333333,0.1,0.5,0.08,0.4,0.26666666666666666,0.3333333333333333,0.4,0.5,0.32,0.4,0.4666666666666667,0.4666666666666667,0.7,0.7,0.56,0.56
194,0.0,0.2,0.0,0.42857142857142855,0,0.27272727272727276,0.13333333333333333,0.2,0.2857142857142857,0.42857142857142855,0.18181818181818182,0.27272727272727276,0.26666666666666666,0.26666666666666666,0.5714285714285714,0.5714285714285714,0.36363636363636365,0.36363636363636365
195,0.0,0.06666666666666667,0.0,0.25,0,0.10526315789473685,0.13333333333333333,0.13333333333333333,0.5,0.5,0.2105263157894737,0.2105263157894737,0.13333333333333333,0.13333333333333333,0.5,0.5,0.2105263157894737,0.2105263157894737
196,0.06666666666666667,0.06666666666666667,0.07692307692307693,0.07692307692307693,0.07142857142857144,0.07142857142857144,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
197,0.0,0.2,0.0,0.75,0,0.31578947368421056,0.13333333333333333,0.13333333333333333,0.5,0.5,0.2105263157894737,0.2105263157894737,0.26666666666666666,0.26666666666666666,1.0,1.0,0.4210526315789474,0.4210526315789474
198,0.0,0.06666666666666667,0.0,0.2,0,0.1,0.0,0.0,0.0,0.0,0,0,0.06666666666666667,0.06666666666666667,0.2,0.2,0.1,0.1
199,0.0,0.0,0.0,0.0,0,0,0.06666666666666667,0.13333333333333333,0.1111111111111111,0.2222222222222222,0.08333333333333334,0.16666666666666669,0.13333333333333333,0.13333333333333333,0.2222222222222222,0.2222222222222222,0.16666666666666669,0.16666666666666669
200,0.0,0.0,0.0,0.0,0,0,0.0,0.06666666666666667,0.0,0.25,0,0.10526315789473685,0.2,0.2,0.75,0.75,0.31578947368421056,0.31578947368421056
201,0.0,0.13333333333333333,0.0,0.11764705882352941,0,0.125,0.13333333333333333,0.06666666666666667,0.11764705882352941,0.058823529411764705,0.125,0.0625,0.26666666666666666,0.26666666666666666,0.23529411764705882,0.23529411764705882,0.25,0.25
202,0.0,0.2,0.0,0.2,0,0.20000000000000004,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.2,0.26666666666666666,0.2,0.26666666666666666,0.20000000000000004,0.26666666666666666
203,0.0,0.06666666666666667,0.0,0.06666666666666667,0,0.06666666666666667,0.0,0.0,0.0,0.0,0,0,0.2,0.2,0.2,0.2,0.20000000000000004,0.20000000000000004
204,0.0,0.06666666666666667,0.0,0.06666666666666667,0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0,0
205,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
206,0.0,0.13333333333333333,0.0,0.5,0,0.2105263157894737,0.06666666666666667,0.06666666666666667,0.25,0.25,0.10526315789473685,0.10526315789473685,0.2,0.2,0.75,0.75,0.31578947368421056,0.31578947368421056
207,0.06666666666666667,0.13333333333333333,0.16666666666666666,0.3333333333333333,0.09523809523809522,0.19047619047619044,0.13333333333333333,0.26666666666666666,0.3333333333333333,0.6666666666666666,0.19047619047619044,0.3809523809523809,0.2,0.2,0.5,0.5,0.28571428571428575,0.28571428571428575
208,0.0,0.13333333333333333,0.0,0.2857142857142857,0,0.18181818181818182,0.0,0.0,0.0,0.0,0,0,0.2,0.26666666666666666,0.42857142857142855,0.5714285714285714,0.27272727272727276,0.36363636363636365
209,0.0,0.0,0.0,0.0,0,0,0.06666666666666667,0.06666666666666667,0.07692307692307693,0.07692307692307693,0.07142857142857144,0.07142857142857144,0.06666666666666667,0.13333333333333333,0.07692307692307693,0.15384615384615385,0.07142857142857144,0.14285714285714288
210,0.0,0.06666666666666667,0.0,0.14285714285714285,0,0.09090909090909091,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
211,0.0,0.13333333333333333,0.0,0.16666666666666666,0,0.14814814814814814,0.06666666666666667,0.13333333333333333,0.08333333333333333,0.16666666666666666,0.07407407407407407,0.14814814814814814,0.06666666666666667,0.06666666666666667,0.08333333333333333,0.08333333333333333,0.07407407407407407,0.07407407407407407
212,0.13333333333333333,0.4,0.13333333333333333,0.4,0.13333333333333333,0.4000000000000001,0.13333333333333333,0.3333333333333333,0.13333333333333333,0.3333333333333333,0.13333333333333333,0.3333333333333333,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4666666666666667
213,0.06666666666666667,0.3333333333333333,0.08333333333333333,0.4166666666666667,0.07407407407407407,0.3703703703703704,0.13333333333333333,0.13333333333333333,0.16666666666666666,0.16666666666666666,0.14814814814814814,0.14814814814814814,0.4,0.4,0.5,0.5,0.4444444444444445,0.4444444444444445
214,0.0,0.13333333333333333,0.0,0.4,0,0.2,0.13333333333333333,0.13333333333333333,0.4,0.4,0.2,0.2,0.13333333333333333,0.13333333333333333,0.4,0.4,0.2,0.2
215,0.0,0.06666666666666667,0.0,0.3333333333333333,0,0.1111111111111111,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111
216,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
217,0.06666666666666667,0.06666666666666667,0.0625,0.0625,0.06451612903225808,0.06451612903225808,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
218,0.0,0.0,0.0,0.0,0,0,0.06666666666666667,0.13333333333333333,0.0625,0.125,0.06451612903225808,0.12903225806451615,0.26666666666666666,0.26666666666666666,0.25,0.25,0.2580645161290323,0.2580645161290323
219,0.0,0.0,0.0,0.0,0,0,0.13333333333333333,0.13333333333333333,0.10526315789473684,0.10526315789473684,0.11764705882352941,0.11764705882352941,0.06666666666666667,0.06666666666666667,0.05263157894736842,0.05263157894736842,0.058823529411764705,0.058823529411764705
220,0.0,0.0,0.0,0.0,0,0,0.0,0.13333333333333333,0.0,0.1,0,0.1142857142857143,0.06666666666666667,0.06666666666666667,0.05,0.05,0.05714285714285715,0.05714285714285715
221,0.0,0.0,0.0,0.0,0,0,0.06666666666666667,0.06666666666666667,0.05263157894736842,0.05263157894736842,0.058823529411764705,0.058823529411764705,0.2,0.2,0.15789473684210525,0.15789473684210525,0.17647058823529413,0.17647058823529413
222,0.0,0.2,0.0,0.3,0,0.24,0.2,0.2,0.3,0.3,0.24,0.24,0.26666666666666666,0.26666666666666666,0.4,0.4,0.32,0.32
223,0.0,0.13333333333333333,0.0,0.4,0,0.2,0.13333333333333333,0.06666666666666667,0.4,0.2,0.2,0.1,0.13333333333333333,0.13333333333333333,0.4,0.4,0.2,0.2
224,0.06666666666666667,0.2,0.1111111111111111,0.3333333333333333,0.08333333333333334,0.25,0.26666666666666666,0.26666666666666666,0.4444444444444444,0.4444444444444444,0.33333333333333337,0.33333333333333337,0.26666666666666666,0.26666666666666666,0.4444444444444444,0.4444444444444444,0.33333333333333337,0.33333333333333337
225,0.0,0.2,0.0,0.12,0,0.15,0.13333333333333333,0.2,0.08,0.12,0.1,0.15,0.2,0.26666666666666666,0.12,0.16,0.15,0.2
AVERAGE,0.01451851851851853,0.118222222222222,0.030988220591668874,0.26038288455840863,0.01845419017384197,0.15203166917205901,0.09007407407407396,0.10577777777777762,0.18183792507926883,0.2229115165943073,0.11260728849747292,0.1338915675434691,0.17896296296296296,0.18814814814814815,0.3782854080994468,0.39466708256151345,0.22672986370237877,0.23800050935319944
